           1           1  0.329749435     -0.103593983     -0.500000000    
           1           2  0.206939146      -8.18632916E-02 -0.500000000    
           1           3  0.181694075      -4.39574867E-02 -0.500000000    
           1           4  0.350245684      -7.93786161E-03 -0.500000000    
           1           5  0.610804737       3.68481898E-03 -0.500000000    
           1           6  0.635505795      -1.52967665E-02 -0.500000000    
           1           7  0.432626158      -3.91574427E-02 -0.500000000    
           1           8  0.189123273      -4.07547541E-02 -0.500000000    
           1           9  0.330100149      -2.31282748E-02 -0.500000000    
           1          10  0.397958368      -1.31440945E-02 -0.500000000    
           1          11  0.224286377       9.87261999E-03 -0.500000000    
           1          12  0.272718370      -8.47918633E-03 -0.500000000    
           1          13  0.262739480       4.33152681E-03 -0.500000000    
           1          14  0.279870123       3.00149508E-02 -0.500000000    
           1          15  0.281179219       4.17377353E-02 -0.500000000    
           1          16  0.215761870       6.63478374E-02 -0.500000000    
           1          17  0.144315720       7.98972845E-02 -0.500000000    
           1          18   8.64722878E-02   7.56465271E-02 -0.500000000    
           1          19  0.105504036       8.37234333E-02 -0.500000000    
           1          20   6.49063736E-02   7.60861412E-02 -0.500000000    
           1          21   3.54848057E-02   3.93582173E-02 -0.500000000    
           1          22  -1.52236614E-02   3.47183272E-02 -0.500000000    
           1          23  -2.03159116E-02   1.89393610E-02 -0.500000000    
           1          24   9.54644606E-02   1.04856687E-02 -0.500000000    
           1          25  0.116455674      -1.36987185E-02 -0.500000000    
           1          26  0.317125648      -4.76670526E-02 -0.500000000    
           1          27  0.430868417      -4.78154346E-02 -0.500000000    
           1          28  0.560155630      -2.57069804E-02 -0.500000000    
           1          29  0.849206388       1.21337827E-02 -0.500000000    
           1          30  0.714901149      -5.82156843E-03 -0.500000000    
           1          31  0.543353677      -3.73507403E-02 -0.500000000    
           1          32  0.196506262      -6.03692457E-02 -0.500000000    
           1          33 -0.104931831      -6.56102747E-02 -0.500000000    
           2           1  0.206994295      -8.18790868E-02 -0.500000000    
           2           2  0.121123888      -6.12989515E-02 -0.500000000    
           2           3   4.77307402E-02  -2.76664011E-02 -0.500000000    
           2           4  0.400476187       5.65249193E-03 -0.500000000    
           2           5  0.621957242       9.87767894E-03 -0.500000000    
           2           6  0.599199235      -1.31296944E-02 -0.500000000    
           2           7  0.488998711      -3.71081829E-02 -0.500000000    
           2           8  0.266514629      -3.82328704E-02 -0.500000000    
           2           9  0.140436068      -2.53174566E-02 -0.500000000    
           2          10   3.85669656E-02  -6.58459077E-03 -0.500000000    
           2          11  -2.34612431E-02   2.23460626E-02 -0.500000000    
           2          12  0.145285502       1.69431753E-02 -0.500000000    
           2          13  0.229850248       3.65168862E-02 -0.500000000    
           2          14  0.289387435       5.40465824E-02 -0.500000000    
           2          15  0.257939160       5.05498685E-02 -0.500000000    
           2          16  0.127652034       5.09930477E-02 -0.500000000    
           2          17  -1.42415175E-02   5.16670384E-02 -0.500000000    
           2          18  -5.92059363E-03   5.83498441E-02 -0.500000000    
           2          19   5.58973216E-02   8.02293196E-02 -0.500000000    
           2          20  0.118691683       9.06585976E-02 -0.500000000    
           2          21  0.207058042       6.61149397E-02 -0.500000000    
           2          22  0.228956014       6.16316125E-02 -0.500000000    
           2          23  0.136619940       3.98437306E-02 -0.500000000    
           2          24  0.186534286       2.10327227E-02 -0.500000000    
           2          25  0.307880431      -1.87874027E-02 -0.500000000    
           2          26  0.549322188      -5.02211414E-02 -0.500000000    
           2          27  0.643722951      -4.96361069E-02 -0.500000000    
           2          28  0.636709332      -3.33843082E-02 -0.500000000    
           2          29  0.764089763       1.21926339E-02 -0.500000000    
           2          30  0.629269183       1.47303138E-02 -0.500000000    
