           1           1  0.500000000       1.83564276E-02 -0.500000000    
           1           2  0.500000000       1.83564276E-02 -0.500000000    
           1           3  0.500000000       1.83564276E-02 -0.500000000    
           1           4  0.500000000       1.83564276E-02 -0.500000000    
           1           5  0.500000000       1.83564276E-02 -0.500000000    
           1           6  0.500000000       1.83564276E-02 -0.500000000    
           1           7  0.499999881       1.83564276E-02 -0.500000000    
           1           8  0.499995768       1.83564276E-02 -0.500000000    
           1           9  0.499955833       1.83564276E-02 -0.500000000    
           1          10  0.499745369       1.83564294E-02 -0.500000000    
           1          11  0.499049813       1.83564760E-02 -0.500000000    
           1          12  0.497468859       1.83566567E-02 -0.500000000    
           1          13  0.494822800       1.83571763E-02 -0.500000000    
           1          14  0.491432577       1.83581635E-02 -0.500000000    
           1          15  0.488126159       1.83594413E-02 -0.500000000    
           1          16  0.485926121       1.83604341E-02 -0.500000000    
           1          17  0.485584795       1.83606073E-02 -0.500000000    
           1          18  0.487222731       1.83598269E-02 -0.500000000    
           1          19  0.490270346       1.83585770E-02 -0.500000000    
           1          20  0.493743062       1.83574557E-02 -0.500000000    
           1          21  0.496701241       1.83567852E-02 -0.500000000    
           1          22  0.498637974       1.83565132E-02 -0.500000000    
           1          23  0.499587685       1.83564387E-02 -0.500000000    
           1          24  0.499916285       1.83564276E-02 -0.500000000    
           1          25  0.499989897       1.83564276E-02 -0.500000000    
           1          26  0.499999493       1.83564276E-02 -0.500000000    
           1          27  0.500000000       1.83564276E-02 -0.500000000    
           1          28  0.500000000       1.83564276E-02 -0.500000000    
           1          29  0.500000000       1.83564276E-02 -0.500000000    
           1          30  0.500000000       1.83564276E-02 -0.500000000    
           1          31  0.500000000       1.83564276E-02 -0.500000000    
           1          32  0.500000000       1.83564276E-02 -0.500000000    
           1          33  0.500000000       1.83564276E-02 -0.500000000    
           2           1  0.500000000       1.83564276E-02 -0.500000000    
           2           2  0.500000000       1.83564276E-02 -0.500000000    
           2           3  0.500000000       1.83564276E-02 -0.500000000    
           2           4  0.500000000       1.83564276E-02 -0.500000000    
           2           5  0.500000000       1.83564276E-02 -0.500000000    
           2           6  0.499999553       1.83564276E-02 -0.500000000    
           2           7  0.499984920       1.83564276E-02 -0.500000000    
           2           8  0.499829143       1.83564294E-02 -0.500000000    
           2           9  0.498937160       1.83564704E-02 -0.500000000    
           2          10  0.495860755       1.83568969E-02 -0.500000000    
           2          11  0.488704741       1.83590483E-02 -0.500000000    
           2          12  0.476327211       1.83658674E-02 -0.500000000    
           2          13  0.459361583       1.83808655E-02 -0.500000000    
           2          14  0.440464288       1.84046552E-02 -0.500000000    
           2          15  0.423677593       1.84317511E-02 -0.500000000    
