           1           1  0.134376973      -7.98188373E-02 -0.500000000    
           1           2  -2.18775794E-02  -7.25066736E-02 -0.500000000    
           1           3  -6.06014207E-03  -1.48435626E-02 -0.500000000    
           1           4   6.13779575E-02   4.37187366E-02 -0.500000000    
           1           5  0.143177986       7.71624669E-02 -0.500000000    
           1           6   5.25535271E-02   5.27087077E-02 -0.500000000    
           1           7  0.151796773      -1.81556353E-03 -0.500000000    
           1           8  0.161734164      -1.59694068E-03 -0.500000000    
           1           9  0.205308199       1.75919328E-02 -0.500000000    
           1          10  0.286870360       2.86812168E-02 -0.500000000    
           1          11  0.327032506       2.93439161E-02 -0.500000000    
           1          12  0.238599911       3.01291179E-02 -0.500000000    
           1          13  0.212271810       2.11072583E-02 -0.500000000    
           1          14  0.149708092      -1.74174979E-02 -0.500000000    
           1          15   9.80570465E-02  -6.15894347E-02 -0.500000000    
           1          16  0.169062585      -8.82355720E-02 -0.500000000    
           1          17  0.208815128      -9.48652327E-02 -0.500000000    
           1          18  0.295361727      -8.33029300E-02 -0.500000000    
           1          19  0.379506797      -3.90658714E-02 -0.500000000    
           1          20  0.237021685      -3.03721484E-02 -0.500000000    
           1          21  0.172616869      -2.79775001E-02 -0.500000000    
           1          22  0.117831282      -1.83521509E-02 -0.500000000    
           1          23   2.60070842E-02  -1.38125801E-02 -0.500000000    
           1          24  -7.53481686E-02  -1.49681251E-02 -0.500000000    
           1          25  -4.64797951E-02  -1.68176275E-02 -0.500000000    
           1          26   4.02786508E-02  -1.10256327E-02 -0.500000000    
           1          27  0.194523945       2.48588398E-02 -0.500000000    
           1          28  0.209230095       9.05230269E-02 -0.500000000    
           1          29  0.311340302      0.101331487     -0.500000000    
           1          30  0.647407353       2.91828811E-02 -0.500000000    
           1          31  0.874911845      -6.44541681E-02 -0.500000000    
           1          32  0.900168717     -0.182415217     -0.500000000    
           1          33  0.835290372     -0.235225946     -0.500000000    
           2           1  -2.12916248E-02  -7.24696293E-02 -0.500000000    
           2           2  -9.89099368E-02  -6.25309870E-02 -0.500000000    
           2           3  -3.26202139E-02  -2.49158498E-02 -0.500000000    
           2           4   3.50169055E-02   2.55326256E-02 -0.500000000    
           2           5   8.00382793E-02   5.27137332E-02 -0.500000000    
           2           6   1.47576388E-02   2.28109416E-02 -0.500000000    
           2           7  0.204913080      -3.43395062E-02 -0.500000000    
           2           8  0.187149093      -2.93280371E-02 -0.500000000    
           2           9  0.156875566      -1.50434896E-02 -0.500000000    
           2          10  0.233404592       1.56824626E-02 -0.500000000    
           2          11  0.236007661       5.65199070E-02 -0.500000000    
           2          12  0.232830271       7.51028582E-02 -0.500000000    
           2          13  0.173186108       5.71295843E-02 -0.500000000    
