           1           1 -0.308668315       1.42620713E-03
           1           2 -0.200000346       9.94520262E-04
           1           3 -0.156387463       6.87099528E-04
           1           4 -0.116517745       3.59143160E-04
           1           5  -9.43374336E-02   2.40434238E-04
           1           6 -0.129549459       4.43602999E-04
           1           7 -0.166628212       7.86633929E-04
           1           8 -0.228488818       1.10751460E-03
           1           9 -0.341936499       1.60867069E-03
           1          10 -0.432651937       2.16232729E-03
           1          11 -0.587123811       2.84423772E-03
           1          12 -0.723608851       3.60867730E-03
           1          13 -0.913208842       4.51485580E-03
           1          14  -1.11100495       5.48407948E-03
           1          15  -1.30438721       6.56851195E-03
           1          16  -1.58182514       7.77124101E-03
           1          17  -1.78903937       8.96285847E-03
           1          18  -2.04970956       1.02757746E-02
           1          19  -2.34224987       1.16196116E-02
           1          20  -2.60028672       1.29404617E-02
           1          21  -2.84232283       1.42457113E-02
           1          22  -3.09280849       1.55193228E-02
           1          23  -3.34272289       1.67265106E-02
           1          24  -3.57302904       1.78357437E-02
           1          25  -3.77273345       1.88216865E-02
           1          26  -3.93850255       1.96622703E-02
           1          27  -4.06947041       2.03379579E-02
           1          28  -4.16459608       2.08326150E-02
           1          29  -4.22247076       2.11342890E-02
           1          30  -4.24191284       2.12356616E-02
           1          31  -4.22247076       2.11342890E-02
           1          32  -4.16459608       2.08326168E-02
           1          33  -4.06947088       2.03379616E-02
           1          34  -3.93850279       1.96622703E-02
           1          35  -3.77273417       1.88216865E-02
           1          36  -3.57302928       1.78357400E-02
           1          37  -3.34272408       1.67265106E-02
           1          38  -3.09280872       1.55193228E-02
           1          39  -2.84232259       1.42457131E-02
           1          40  -2.60028648       1.29404627E-02
           1          41  -2.34225035       1.16196135E-02
           1          42  -2.04970932       1.02757746E-02
           1          43  -1.78903913       8.96285847E-03
           1          44  -1.58182526       7.77124101E-03
           1          45  -1.30438733       6.56851241E-03
           1          46  -1.11100531       5.48407994E-03
           1          47 -0.913208842       4.51485673E-03
           1          48 -0.723608851       3.60867800E-03
           1          49 -0.587123692       2.84423819E-03
           1          50 -0.432653546       2.16232985E-03
           2           1 -0.360158682       1.71786116E-03
           2           2 -0.248303741       1.18430529E-03
           2           3 -0.178445935       8.52652651E-04
           2           4 -0.157483056       5.49227989E-04
           2           5 -0.146233171       4.24692698E-04
           2           6 -0.164176375       6.32584619E-04
           2           7 -0.191577673       9.47185094E-04
           2           8 -0.284450084       1.33060268E-03
           2           9 -0.390634149       1.91091001E-03
           2          10 -0.511938930       2.50930153E-03
           2          11 -0.667769194       3.30244936E-03
           2          12 -0.841255903       4.14001755E-03
           2          13  -1.02984810       5.15609374E-03
           2          14  -1.26831234       6.24045776E-03
           2          15  -1.48475599       7.45110819E-03
           2          16  -1.75970578       8.73212423E-03
           2          17  -2.03279066       1.01420954E-02
           2          18  -2.31302857       1.15324119E-02
           2          19  -2.59564137       1.29790567E-02
           2          20  -2.89576626       1.44840665E-02
           2          21  -3.19590521       1.59456842E-02
           2          22  -3.47137690       1.73207633E-02
           2          23  -3.72085643       1.86159406E-02
           2          24  -3.95206070       1.98236797E-02
           2          25  -4.16500521       2.09125206E-02
           2          26  -4.35218191       2.18461957E-02
           2          27  -4.50496054       2.25962680E-02
           2          28  -4.61720610       2.31437199E-02
           2          29  -4.68554735       2.34766323E-02
           2          30  -4.70846891       2.35883258E-02
           2          31  -4.68554783       2.34766286E-02
           2          32  -4.61720562       2.31437143E-02
           2          33  -4.50496054       2.25962661E-02
           2          34  -4.35218191       2.18461957E-02
           2          35  -4.16500521       2.09125206E-02
           2          36  -3.95206118       1.98236834E-02
           2          37  -3.72085714       1.86159424E-02
           2          38  -3.47137713       1.73207670E-02
           2          39  -3.19590545       1.59456842E-02
           2          40  -2.89576674       1.44840665E-02
           2          41  -2.59564137       1.29790567E-02
           2          42  -2.31302929       1.15324147E-02
           2          43  -2.03279042       1.01420945E-02
           2          44  -1.75970542       8.73212516E-03
           2          45  -1.48475599       7.45110819E-03
           2          46  -1.26831234       6.24045823E-03
           2          47  -1.02984798       5.15609328E-03
           2          48 -0.841255784       4.14001849E-03
           2          49 -0.667769492       3.30245052E-03
           2          50 -0.511945784       2.50931107E-03
           3           1 -0.405127734       1.99671602E-03
           3           2 -0.301923990       1.40431710E-03
           3           3 -0.207860887       1.00954634E-03
           3           4 -0.196246013       7.54381530E-04
           3           5 -0.199091092       6.51343784E-04
           3           6 -0.197144046       8.24216811E-04
           3           7 -0.227234408       1.10850914E-03
           3           8 -0.339007288       1.58054708E-03
           3           9 -0.439764172       2.19661603E-03
           3          10 -0.594903231       2.88502127E-03
           3          11 -0.748744607       3.74442525E-03
           3          12 -0.956368983       4.69764741E-03
           3          13  -1.15858710       5.78633416E-03
           3          14  -1.40811443       7.00936746E-03
           3          15  -1.68371332       8.32514465E-03
           3          16  -1.93091643       9.72637627E-03
           3          17  -2.27207398       1.12689165E-02
           3          18  -2.57127213       1.28022963E-02
           3          19  -2.86426306       1.43823335E-02
           3          20  -3.19599676       1.59978028E-02
           3          21  -3.52684641       1.75835099E-02
           3          22  -3.82674861       1.91017073E-02
           3          23  -4.09919119       2.05303524E-02
           3          24  -4.35171223       2.18437761E-02
           3          25  -4.58204985       2.30130479E-02
           3          26  -4.78223944       2.40106732E-02
           3          27  -4.94451952       2.48128362E-02
           3          28  -5.06348944       2.54002009E-02
           3          29  -5.13595390       2.57584769E-02
           3          30  -5.16027737       2.58788876E-02
           3          31  -5.13595390       2.57584751E-02
           3          32  -5.06348944       2.54001971E-02
           3          33  -4.94451857       2.48128362E-02
           3          34  -4.78223944       2.40106769E-02
           3          35  -4.58204889       2.30130479E-02
           3          36  -4.35171318       2.18437724E-02
           3          37  -4.09919214       2.05303524E-02
           3          38  -3.82675004       1.91017091E-02
           3          39  -3.52684689       1.75835136E-02
           3          40  -3.19599652       1.59978047E-02
           3          41  -2.86426282       1.43823335E-02
           3          42  -2.57127213       1.28022954E-02
           3          43  -2.27207398       1.12689165E-02
           3          44  -1.93091655       9.72637720E-03
           3          45  -1.68371320       8.32514465E-03
           3          46  -1.40811443       7.00936699E-03
           3          47  -1.15858710       5.78633416E-03
           3          48 -0.956368923       4.69764788E-03
           3          49 -0.748745799       3.74442665E-03
           3          50 -0.594924986       2.88505247E-03
           4           1 -0.451963603       2.25861114E-03
           4           2 -0.352134973       1.64019607E-03
           4           3 -0.247204125       1.17302628E-03
           4           4 -0.233164445       9.61080310E-04
           4           5 -0.246666253       8.96354555E-04
           4           6 -0.231392711       1.01304380E-03
           4           7 -0.272359997       1.28484995E-03
           4           8 -0.386712641       1.83469104E-03
           4           9 -0.495646536       2.47369497E-03
           4          10 -0.670937002       3.26800696E-03
           4          11 -0.836623371       4.17574309E-03
           4          12  -1.06154931       5.25026955E-03
           4          13  -1.29239619       6.41346397E-03
           4          14  -1.54813838       7.75891403E-03
           4          15  -1.85860276       9.17873997E-03
           4          16  -2.13522267       1.07288463E-02
           4          17  -2.47865200       1.23383552E-02
           4          18  -2.81467295       1.40501019E-02
           4          19  -3.15355992       1.57732200E-02
           4          20  -3.49384809       1.74718499E-02
           4          21  -3.82903481       1.91686563E-02
           4          22  -4.15772963       2.08314620E-02
           4          23  -4.47050810       2.23947596E-02
           4          24  -4.75456667       2.38119140E-02
           4          25  -5.00196695       2.50591189E-02
           4          26  -5.20944834       2.61188839E-02
           4          27  -5.37496185       2.69718152E-02
           4          28  -5.49602222       2.75979992E-02
           4          29  -5.56998396       2.79808491E-02
           4          30  -5.59487820       2.81096827E-02
           4          31  -5.56998348       2.79808473E-02
           4          32  -5.49602175       2.75980048E-02
           4          33  -5.37496233       2.69718152E-02
           4          34  -5.20944738       2.61188839E-02
           4          35  -5.00196648       2.50591226E-02
           4          36  -4.75456667       2.38119122E-02
           4          37  -4.47050858       2.23947559E-02
           4          38  -4.15773010       2.08314639E-02
           4          39  -3.82903504       1.91686600E-02
           4          40  -3.49384785       1.74718499E-02
           4          41  -3.15356016       1.57732181E-02
           4          42  -2.81467247       1.40501019E-02
           4          43  -2.47865224       1.23383570E-02
           4          44  -2.13522267       1.07288472E-02
           4          45  -1.85860288       9.17873997E-03
           4          46  -1.54813862       7.75891496E-03
           4          47  -1.29239583       6.41346350E-03
           4          48  -1.06154966       5.25026955E-03
           4          49 -0.836627364       4.17574961E-03
           4          50 -0.670992792       3.26809264E-03
           5           1 -0.503643811       2.50997813E-03
           5           2 -0.396133006       1.87316129E-03
           5           3 -0.293413520       1.35018560E-03
           5           4 -0.269328803       1.16182386E-03
           5           5 -0.286345005       1.13682461E-03
           5           6 -0.268468380       1.19889830E-03
           5           7 -0.321650803       1.47741963E-03
           5           8 -0.428664058       2.07598810E-03
           5           9 -0.556493461       2.74901185E-03
           5          10 -0.738322079       3.63494409E-03
           5          11 -0.927840889       4.60040662E-03
           5          12  -1.15894580       5.77316759E-03
           5          13  -1.42057145       7.03120977E-03
           5          14  -1.69185901       8.46793037E-03
           5          15  -2.00974154       1.00068608E-02
           5          16  -2.34772801       1.16797648E-02
           5          17  -2.66982532       1.33816395E-02
           5          18  -3.04568744       1.52323423E-02
           5          19  -3.42888308       1.70833636E-02
           5          20  -3.77815056       1.88966040E-02
           5          21  -4.12324476       2.07062121E-02
           5          22  -4.47772884       2.24779453E-02
           5          23  -4.81997156       2.41451096E-02
           5          24  -5.12716484       2.56604366E-02
           5          25  -5.39051342       2.69966871E-02
           5          26  -5.60928535       2.81320997E-02
           5          27  -5.78327131       2.90445983E-02
           5          28  -5.91054916       2.97133196E-02
           5          29  -5.98838234       3.01215947E-02
           5          30  -6.01459742       3.02588809E-02
           5          31  -5.98838425       3.01215947E-02
           5          32  -5.91054964       2.97133215E-02
           5          33  -5.78327179       2.90446002E-02
           5          34  -5.60928488       2.81320997E-02
           5          35  -5.39051294       2.69966852E-02
           5          36  -5.12716389       2.56604385E-02
           5          37  -4.81997108       2.41451152E-02
           5          38  -4.47772837       2.24779490E-02
           5          39  -4.12324476       2.07062177E-02
           5          40  -3.77815008       1.88966058E-02
           5          41  -3.42888260       1.70833636E-02
           5          42  -3.04568791       1.52323432E-02
           5          43  -2.66982579       1.33816414E-02
           5          44  -2.34772778       1.16797676E-02
           5          45  -2.00974178       1.00068646E-02
           5          46  -1.69185913       8.46793223E-03
           5          47  -1.42057133       7.03121070E-03
           5          48  -1.15894616       5.77316852E-03
           5          49 -0.927850723       4.60042153E-03
           5          50 -0.738442302       3.63514107E-03
           6           1 -0.557615876       2.75340979E-03
           6           2 -0.435056448       2.09051603E-03
           6           3 -0.341303557       1.53719680E-03
           6           4 -0.304985642       1.35236781E-03
           6           5 -0.318530440       1.35699159E-03
           6           6 -0.307548821       1.38113427E-03
           6           7 -0.369862556       1.67730218E-03
           6           8 -0.467748553       2.29716138E-03
           6           9 -0.616897345       3.01939668E-03
           6          10 -0.799486339       3.97249311E-03
           6          11  -1.01531637       5.01034036E-03
           6          12  -1.25133634       6.25548372E-03
           6          13  -1.53733134       7.61863682E-03
           6          14  -1.83096039       9.12838988E-03
           6          15  -2.15179133       1.07877729E-02
           6          16  -2.53573227       1.25519177E-02
           6          17  -2.86218190       1.43833254E-02
           6          18  -3.26205873       1.63232516E-02
           6          19  -3.66951466       1.82857290E-02
           6          20  -4.04298735       2.02366896E-02
           6          21  -4.41205168       2.21563093E-02
           6          22  -4.78351355       2.40095034E-02
           6          23  -5.13796854       2.57579572E-02
           6          24  -5.45862436       2.73638833E-02
           6          25  -5.73819542       2.87903398E-02
           6          26  -5.97349882       3.00039109E-02
           6          27  -6.16153431       3.09768319E-02
           6          28  -6.29895306       3.16874497E-02
           6          29  -6.38275146       3.21201682E-02
           6          30  -6.41091728       3.22654694E-02
           6          31  -6.38275099       3.21201682E-02
           6          32  -6.29895306       3.16874497E-02
           6          33  -6.16153431       3.09768301E-02
           6          34  -5.97349787       3.00039109E-02
           6          35  -5.73819542       2.87903342E-02
           6          36  -5.45862436       2.73638815E-02
           6          37  -5.13796949       2.57579591E-02
           6          38  -4.78351355       2.40095109E-02
           6          39  -4.41205120       2.21563131E-02
           6          40  -4.04298735       2.02367008E-02
           6          41  -3.66951442       1.82857327E-02
           6          42  -3.26205802       1.63232535E-02
           6          43  -2.86218214       1.43833272E-02
           6          44  -2.53573203       1.25519214E-02
           6          45  -2.15179133       1.07877748E-02
           6          46  -1.83096051       9.12839174E-03
           6          47  -1.53733146       7.61863682E-03
           6          48  -1.25133777       6.25548605E-03
           6          49  -1.01533687       5.01037203E-03
           6          50 -0.799710274       3.97288101E-03
           7           1 -0.609487951       2.98422645E-03
           7           2 -0.470564455       2.28612660E-03
           7           3 -0.386373699       1.72353303E-03
           7           4 -0.339262873       1.52887148E-03
           7           5 -0.344886154       1.54882064E-03
           7           6 -0.346268713       1.55591406E-03
           7           7 -0.413606465       1.87192985E-03
           7           8 -0.505380154       2.49618106E-03
           7           9 -0.672158241       3.27473995E-03
           7          10 -0.856091976       4.27488005E-03
           7          11  -1.09375882       5.39061055E-03
           7          12  -1.33829546       6.69184001E-03
           7          13  -1.64074481       8.15335847E-03
           7          14  -1.95726728       9.73241776E-03
           7          15  -2.28857660       1.14951069E-02
           7          16  -2.69048071       1.33384643E-02
           7          17  -3.05048418       1.53005179E-02
           7          18  -3.45870543       1.73085500E-02
           7          19  -3.87626219       1.93700660E-02
           7          20  -4.28278017       2.14487500E-02
           7          21  -4.68062496       2.34684013E-02
           7          22  -5.06296778       2.53959000E-02
           7          23  -5.42208195       2.72180513E-02
           7          24  -5.75248623       2.89038643E-02
           7          25  -6.04758644       3.04083060E-02
           7          26  -6.29967022       3.16891819E-02
           7          27  -6.50191021       3.27145457E-02
           7          28  -6.64937830       3.34620364E-02
           7          29  -6.73898029       3.39165069E-02
           7          30  -6.76902628       3.40690091E-02
           7          31  -6.73898029       3.39165106E-02
           7          32  -6.64938068       3.34620364E-02
           7          33  -6.50190830       3.27145495E-02
           7          34  -6.29967260       3.16891819E-02
           7          35  -6.04758644       3.04083116E-02
           7          36  -5.75248718       2.89038680E-02
           7          37  -5.42208195       2.72180550E-02
           7          38  -5.06296825       2.53959056E-02
           7          39  -4.68062496       2.34684069E-02
           7          40  -4.28278017       2.14487556E-02
           7          41  -3.87626171       1.93700660E-02
           7          42  -3.45870519       1.73085500E-02
           7          43  -3.05048442       1.53005198E-02
           7          44  -2.69048071       1.33384652E-02
           7          45  -2.28857636       1.14951087E-02
           7          46  -1.95726728       9.73241962E-03
           7          47  -1.64074516       8.15335847E-03
           7          48  -1.33829820       6.69184467E-03
           7          49  -1.09379613       5.39067015E-03
           7          50 -0.856460750       4.27555107E-03
           8           1 -0.655646205       3.19360103E-03
           8           2 -0.503082871       2.45689019E-03
           8           3 -0.425766736       1.89708301E-03
           8           4 -0.370661736       1.68673822E-03
           8           5 -0.366881371       1.70949288E-03
           8           6 -0.381955266       1.71666057E-03
           8           7 -0.451207161       2.04960606E-03
           8           8 -0.540946305       2.67142942E-03
           8           9 -0.719629228       3.50359804E-03
           8          10 -0.907644570       4.53838240E-03
           8          11  -1.16061270       5.72648179E-03
           8          12  -1.41697097       7.07560452E-03
           8          13  -1.72999680       8.61867145E-03
           8          14  -2.06629133       1.02667511E-02
           8          15  -2.41419268       1.21091325E-02
           8          16  -2.81737518       1.40296845E-02
           8          17  -3.22007442       1.60972215E-02
           8          18  -3.63094759       1.81722995E-02
           8          19  -4.05457258       2.03204509E-02
           8          20  -4.49130487       2.24990174E-02
           8          21  -4.91391516       2.46051122E-02
           8          22  -5.30581522       2.66068839E-02
           8          23  -5.67043304       2.84992382E-02
           8          24  -6.01031685       3.02521754E-02
           8          25  -6.31842089       3.18176821E-02
           8          26  -6.58360767       3.31507958E-02
           8          27  -6.79660988       3.42179202E-02
           8          28  -6.95165539       3.49957831E-02
           8          29  -7.04565525       3.54686938E-02
           8          30  -7.07713366       3.56273688E-02
           8          31  -7.04565525       3.54686938E-02
