           1           1  -3.04843903       1.51870158E-02
           1           2  -2.62069845       1.30683184E-02
           1           3  -2.35742831       1.16451196E-02
           1           4  -2.16511750       1.08248610E-02
           1           5  -2.15275884       1.06100878E-02
           1           6  -2.21606207       1.10871401E-02
           1           7  -2.46431899       1.21654561E-02
           1           8  -2.77487183       1.38575751E-02
           1           9  -3.26378918       1.62701029E-02
           1          10  -3.85269570       1.91033445E-02
           1          11  -4.51637888       2.25586705E-02
           1          12  -5.32307196       2.65992060E-02
           1          13  -6.19792175       3.11934520E-02
           1          14  -7.17199945       3.61354202E-02
           1          15  -8.20488644       4.14675325E-02
           1          16  -9.27697659       4.70280200E-02
           1          17  -10.3608904       5.27320616E-02
           1          18  -11.4556637       5.85850328E-02
           1          19  -12.5550461       6.44921884E-02
           1          20  -13.6267719       7.03067258E-02
           1          21  -14.6398678       7.59225413E-02
           1          22  -15.5805540       8.12665150E-02
           1          23  -16.4432354       8.62607956E-02
           1          24  -17.2199478       9.08138752E-02
           1          25  -17.8990459       9.48326290E-02
           1          26  -18.4686375       9.82339382E-02
           1          27  -18.9193039      0.100949593    
           1          28  -19.2447529      0.102926925    
           1          29  -19.4412651      0.104128405    
           1          30  -19.5069618      0.104531407    
           1          31  -19.4412670      0.104128398    
           1          32  -19.2447529      0.102926917    
           1          33  -18.9193077      0.100949578    
           1          34  -18.4686394       9.82339233E-02
           1          35  -17.8990498       9.48326290E-02
           1          36  -17.2199497       9.08138677E-02
           1          37  -16.4432354       8.62608030E-02
           1          38  -15.5805559       8.12665150E-02
           1          39  -14.6398668       7.59225264E-02
           1          40  -13.6267729       7.03067333E-02
           1          41  -12.5550470       6.44921958E-02
           1          42  -11.4556675       5.85850440E-02
           1          43  -10.3608942       5.27320690E-02
           1          44  -9.27699184       4.70280573E-02
           1          45  -8.20505238       4.14678566E-02
           1          46  -7.17324543       3.61382775E-02
           1          47  -6.20432997       3.12108342E-02
           1          48  -5.34441614       2.66704224E-02
           1          49  -4.55883551       2.27445159E-02
           1          50  -3.90204859       1.93986688E-02
           2           1  -3.41137576       1.70514435E-02
           2           2  -2.96439695       1.47427730E-02
           2           3  -2.66477513       1.32296113E-02
           2           4  -2.46028447       1.22762779E-02
           2           5  -2.44674301       1.21094678E-02
           2           6  -2.51650429       1.25608435E-02
           2           7  -2.78000569       1.38033489E-02
           2           8  -3.13606286       1.56014226E-02
           2           9  -3.64200592       1.82325691E-02
           2          10  -4.30018663       2.13780869E-02
           2          11  -5.03084230       2.50997078E-02
           2          12  -5.87556410       2.94778813E-02
           2          13  -6.86186218       3.44600119E-02
           2          14  -7.87659740       3.98290642E-02
           2          15  -9.00144958       4.56227399E-02
           2          16  -10.1709776       5.16623370E-02
           2          17  -11.3260803       5.78651726E-02
           2          18  -12.4920692       6.42002225E-02
           2          19  -13.6658516       7.05684796E-02
           2          20  -14.8054600       7.68465921E-02
           2          21  -15.8781929       8.29267725E-02
           2          22  -16.8716087       8.87102187E-02
           2          23  -17.7793159       9.40980837E-02
           2          24  -18.5920906       9.89928991E-02
           2          25  -19.2985039      0.103303537    
           2          26  -19.8880730      0.106948681    
           2          27  -20.3529510      0.109859005    
           2          28  -20.6879539      0.111978784    
           2          29  -20.8900166      0.113267250    
           2          30  -20.9575348      0.113699526    
           2          31  -20.8900166      0.113267250    
           2          32  -20.6879559      0.111978799    
           2          33  -20.3529510      0.109859020    
           2          34  -19.8880768      0.106948689    
           2          35  -19.2985077      0.103303544    
           2          36  -18.5920906       9.89929065E-02
           2          37  -17.7793179       9.40980911E-02
           2          38  -16.8716106       8.87102261E-02
           2          39  -15.8781948       8.29267651E-02
           2          40  -14.8054600       7.68465921E-02
           2          41  -13.6658545       7.05684796E-02
           2          42  -12.4920721       6.42002225E-02
           2          43  -11.3260880       5.78651763E-02
           2          44  -10.1710167       5.16624153E-02
           2          45  -9.00180340       4.56234962E-02
           2          46  -7.87889433       3.98347341E-02
           2          47  -6.87199831       3.44897695E-02
           2          48  -5.90403557       2.95821335E-02
           2          49  -5.07801485       2.53298655E-02
           2          50  -4.35058784       2.16945633E-02
           3           1  -3.77486491       1.88973397E-02
           3           2  -3.31169343       1.64422058E-02
           3           3  -2.96594834       1.47980712E-02
           3           4  -2.76587844       1.37527352E-02
           3           5  -2.73261595       1.36000859E-02
           3           6  -2.82729769       1.40606659E-02
           3           7  -3.08963823       1.54204043E-02
           3           8  -3.49873686       1.73741728E-02
           3           9  -4.02427340       2.01692265E-02
           3          10  -4.73642874       2.36370396E-02
           3          11  -5.54062176       2.76297480E-02
           3          12  -6.43299961       3.23420949E-02
           3          13  -7.49243879       3.76655087E-02
           3          14  -8.58815575       4.35001403E-02
           3          15  -9.78189945       4.96985912E-02
           3          16  -11.0204906       5.61973564E-02
           3          17  -12.2658215       6.29139692E-02
           3          18  -13.5111618       6.97158277E-02
           3          19  -14.7374649       7.65138343E-02
           3          20  -15.9230967       8.32339823E-02
           3          21  -17.0500336       8.97654220E-02
           3          22  -18.0996971       9.59755927E-02
           3          23  -19.0539722      0.101742856    
           3          24  -19.8987579      0.106965631    
           3          25  -20.6247139      0.111556150    
           3          26  -21.2257500      0.115435138    
           3          27  -21.6975403      0.118531972    
           3          28  -22.0368347      0.120788023    
           3          29  -22.2413292      0.122159600    
           3          30  -22.3096523      0.122619770    
           3          31  -22.2413292      0.122159570    
           3          32  -22.0368347      0.120788030    
           3          33  -21.6975403      0.118531972    
           3          34  -21.2257519      0.115435131    
           3          35  -20.6247158      0.111556157    
           3          36  -19.8987579      0.106965616    
           3          37  -19.0539761      0.101742841    
           3          38  -18.0997047       9.59756002E-02
           3          39  -17.0500412       8.97654369E-02
           3          40  -15.9230995       8.32339674E-02
           3          41  -14.7374668       7.65138417E-02
           3          42  -13.5111656       6.97158352E-02
           3          43  -12.2658339       6.29139915E-02
           3          44  -11.0205746       5.61975352E-02
           3          45  -9.78256607       4.97001037E-02
           3          46  -8.59195328       4.35101390E-02
           3          47  -7.50700045       3.77115272E-02
           3          48  -6.46801901       3.24819647E-02
           3          49  -5.59039688       2.78962366E-02
           3          50  -4.79015923       2.39692274E-02
           4           1  -4.13640070       2.07026005E-02
           4           2  -3.64878273       1.81231257E-02
           4           3  -3.26200938       1.63204093E-02
           4           4  -3.06843257       1.52264470E-02
           4           5  -3.01151681       1.50467288E-02
           4           6  -3.13437152       1.55573441E-02
           4           7  -3.39482522       1.69885121E-02
           4           8  -3.84893084       1.91260520E-02
           4           9  -4.40522861       2.20629703E-02
           4          10  -5.15691996       2.58216877E-02
           4          11  -6.02975416       3.01081650E-02
           4          12  -6.98716116       3.51231322E-02
           4          13  -8.08442879       4.07808833E-02
           4          14  -9.28315067       4.70455363E-02
           4          15  -10.5317287       5.36408685E-02
           4          16  -11.8267307       6.05800115E-02
           4          17  -13.1601353       6.77645355E-02
           4          18  -14.4782553       7.50146508E-02
           4          19  -15.7507677       8.22446197E-02
           4          20  -16.9778461       8.93888026E-02
           4          21  -18.1509781       9.63295475E-02
           4          22  -19.2450161      0.102924332    
           4          23  -20.2344170      0.109044954    
           4          24  -21.1034470      0.114584722    
           4          25  -21.8449821      0.119451143    
           4          26  -22.4558296      0.123560615    
           4          27  -22.9337788      0.126839414    
           4          28  -23.2768421      0.129226759    
           4          29  -23.4833813      0.130677551    
           4          30  -23.5523453      0.131164238    
           4          31  -23.4833832      0.130677551    
           4          32  -23.2768421      0.129226744    
           4          33  -22.9337807      0.126839414    
           4          34  -22.4558296      0.123560607    
           4          35  -21.8449821      0.119451135    
           4          36  -21.1034489      0.114584737    
           4          37  -20.2344151      0.109044932    
           4          38  -19.2450199      0.102924347    
           4          39  -18.1509819       9.63295624E-02
           4          40  -16.9778481       8.93888250E-02
           4          41  -15.7507696       8.22446421E-02
           4          42  -14.4782591       7.50146657E-02
           4          43  -13.1601524       6.77645728E-02
           4          44  -11.8268881       6.05803467E-02
           4          45  -10.5328579       5.36435731E-02
           4          46  -9.28887463       4.70615141E-02
           4          47  -8.10375500       4.08462174E-02
           4          48  -7.02760983       3.52980942E-02
           4          49  -6.08090067       3.04021984E-02
           4          50  -5.21675587       2.61703655E-02
           5           1  -4.48811674       2.24397182E-02
           5           2  -3.96606922       1.97368506E-02
           5           3  -3.55075049       1.77748911E-02
           5           4  -3.35621858       1.66558959E-02
           5           5  -3.28252482       1.64260734E-02
           5           6  -3.42610621       1.70081407E-02
           5           7  -3.69260383       1.84867233E-02
           5           8  -4.17817736       2.08052322E-02
           5           9  -4.77451468       2.38858964E-02
           5          10  -5.55694723       2.78876200E-02
           5          11  -6.48949766       3.24799754E-02
           5          12  -7.51674128       3.77648734E-02
           5          13  -8.64561939       4.37566265E-02
           5          14  -9.93216419       5.03846221E-02
           5          15  -11.2372885       5.73839396E-02
           5          16  -12.5892725       6.47359192E-02
           5          17  -13.9900618       7.23262802E-02
           5          18  -15.3673878       8.00006241E-02
           5          19  -16.6898632       8.76583382E-02
           5          20  -17.9604607       9.52011943E-02
           5          21  -19.1691303      0.102506250    
           5          22  -20.2904243      0.109442860    
           5          23  -21.3009663      0.115887292    
           5          24  -22.1869926      0.121725850    
           5          25  -22.9420261      0.126855314    
           5          26  -23.5629044      0.131184146    
           5          27  -24.0476246      0.134634718    
           5          28  -24.3947697      0.137144834    
           5          29  -24.6033916      0.138669267    
           5          30  -24.6729851      0.139180511    
           5          31  -24.6033974      0.138669267    
           5          32  -24.3947678      0.137144864    
           5          33  -24.0476227      0.134634674    
           5          34  -23.5628967      0.131184146    
           5          35  -22.9420242      0.126855314    
           5          36  -22.1869907      0.121725880    
           5          37  -21.3009739      0.115887269    
           5          38  -20.2904263      0.109442860    
           5          39  -19.1691322      0.102506250    
           5          40  -17.9604664       9.52011719E-02
           5          41  -16.6898651       8.76583531E-02
           5          42  -15.3673916       8.00006539E-02
           5          43  -13.9900942       7.23263696E-02
           5          44  -12.5895395       6.47364929E-02
           5          45  -11.2390299       5.73883094E-02
           5          46  -9.94013405       5.04080802E-02
           5          47  -8.66965866       4.38430384E-02
           5          48  -7.56132269       3.79718505E-02
           5          49  -6.54171085       3.27941179E-02
           5          50  -5.62501669       2.82569285E-02
           6           1  -4.81929684       2.40727831E-02
           6           2  -4.25786209       2.12397054E-02
           6           3  -3.82587194       1.91382896E-02
           6           4  -3.62138224       1.79980509E-02
           6           5  -3.54083037       1.77164376E-02
           6           6  -3.69491243       1.83695946E-02
           6           7  -3.97585249       1.98909733E-02
           6           8  -4.48144054       2.23675035E-02
           6           9  -5.12066412       2.55990028E-02
           6          10  -5.93021297       2.97997873E-02
           6          11  -6.91332150       3.46857347E-02
           6          12  -8.00344276       4.02199440E-02
           6          13  -9.17406273       4.65255864E-02
           6          14  -10.5181217       5.34622110E-02
           6          15  -11.8855247       6.08511865E-02
           6          16  -13.2958317       6.85790405E-02
           6          17  -14.7422428       7.65265822E-02
           6          18  -16.1664734       8.45906287E-02
           6          19  -17.5402508       9.26458240E-02
           6          20  -18.8528881      0.100552611    
           6          21  -20.0873985      0.108185753    
           6          22  -21.2237492      0.115429968    
           6          23  -22.2460632      0.122166701    
           6          24  -23.1435852      0.128275201    
           6          25  -23.9091911      0.133642003    
           6          26  -24.5383434      0.138168499    
           6          27  -25.0285263      0.141773716    
           6          28  -25.3787136      0.144394413    
           6          29  -25.5887280      0.145985201    
           6          30  -25.6587029      0.146518528    
           6          31  -25.5887299      0.145985186    
           6          32  -25.3787136      0.144394442    
           6          33  -25.0285225      0.141773716    
           6          34  -24.5383377      0.138168499    
           6          35  -23.9091911      0.133641943    
           6          36  -23.1435814      0.128275171    
           6          37  -22.2460670      0.122166716    
           6          38  -21.2237549      0.115429953    
           6          39  -20.0873985      0.108185746    
           6          40  -18.8528881      0.100552633    
           6          41  -17.5402546       9.26458463E-02
           6          42  -16.1664810       8.45906436E-02
           6          43  -14.7422972       7.65267015E-02
           6          44  -13.2962475       6.85799867E-02
           6          45  -11.8880062       6.08576909E-02
           6          46  -10.5285082       5.34942858E-02
           6          47  -9.20244503       4.66333628E-02
           6          48  -8.05096912       4.04544510E-02
           6          49  -6.96690559       3.50147635E-02
           6          50  -6.00747919       3.01941372E-02
           7           1  -5.11962080       2.55615097E-02
           7           2  -4.52004719       2.25956980E-02
           7           3  -4.07905006       2.03827117E-02
           7           4  -3.85885859       1.92152280E-02
           7           5  -3.77917409       1.88928545E-02
           7           6  -3.93582368       1.96039621E-02
           7           7  -4.23586988       2.11719777E-02
           7           8  -4.75448847       2.37768311E-02
           7           9  -5.43361282       2.71590706E-02
           7          10  -6.26915455       3.15250345E-02
           7          11  -7.29422283       3.66719626E-02
           7          12  -8.43617249       4.24409397E-02
           7          13  -9.65712357       4.90213409E-02
           7          14  -11.0346899       5.62299006E-02
           7          15  -12.4638834       6.39671311E-02
           7          16  -13.9288149       7.20280260E-02
           7          17  -15.4074011       8.02960545E-02
           7          18  -16.8694019       8.87047499E-02
           7          19  -18.2888622       9.71072689E-02
           7          20  -19.6370564      0.105336383    
           7          21  -20.8906898      0.113265254    
           7          22  -22.0365486      0.120785899    
           7          23  -23.0660782      0.127780467    
           7          24  -23.9708672      0.134122968    
           7          25  -24.7429848      0.139693975    
           7          26  -25.3767929      0.144390732    
           7          27  -25.8695583      0.148129717    
           7          28  -26.2207775      0.150846675    
           7          29  -26.4310188      0.152495369    
           7          30  -26.5009995      0.153048053    
           7          31  -26.4310188      0.152495354    
           7          32  -26.2207775      0.150846675    
           7          33  -25.8695621      0.148129717    
           7          34  -25.3767948      0.144390717    
           7          35  -24.7429829      0.139693975    
           7          36  -23.9708633      0.134122968    
           7          37  -23.0660801      0.127780452    
           7          38  -22.0365524      0.120785885    
           7          39  -20.8906918      0.113265254    
           7          40  -19.6370544      0.105336405    
           7          41  -18.2888603       9.71072838E-02
           7          42  -16.8694153       8.87047946E-02
           7          43  -15.4074783       8.02962184E-02
           7          44  -13.9294052       7.20294192E-02
           7          45  -12.4671879       6.39761165E-02
           7          46  -11.0474892       5.62710874E-02
           7          47  -9.68926620       4.91493531E-02
           7          48  -8.48570633       4.26979326E-02
           7          49  -7.34969282       3.70126627E-02
           7          50  -6.35544300       3.19470204E-02
           8           1  -5.38074732       2.68665738E-02
           8           2  -4.74847221       2.37750337E-02
           8           3  -4.30210304       2.14775745E-02
           8           4  -4.06473064       2.02764738E-02
           8           5  -3.98989058       1.99276507E-02
           8           6  -4.14484453       2.06802133E-02
           8           7  -4.46446133       2.22980771E-02
           8           8  -4.99267435       2.50029135E-02
           8           9  -5.70539188       2.85250135E-02
           8          10  -6.56582069       3.30294371E-02
           8          11  -7.62484932       3.83944735E-02
           8          12  -8.80814171       4.43791971E-02
           8          13  -10.0794840       5.11875004E-02
           8          14  -11.4783630       5.86368628E-02
           8          15  -12.9613228       6.66657090E-02
           8          16  -14.4728270       7.50127956E-02
           8          17  -15.9774408       8.35646987E-02
           8          18  -17.4700661       9.22660306E-02
           8          19  -18.9251537      0.100957848    
           8          20  -20.3003235      0.109462850    
           8          21  -21.5687828      0.117651485    
           8          22  -22.7223587      0.125413597    
           8          23  -23.7570343      0.132628143    
           8          24  -24.6657581      0.139166355    
           8          25  -25.4403973      0.144906729    
           8          26  -26.0751610      0.149744853    
           8          27  -26.5676517      0.153595746    
           8          28  -26.9180031      0.156393602    
           8          29  -27.1274300      0.158091277    
           8          30  -27.1970882      0.158660352    
           8          31  -27.1274319      0.158091292    
           8          32  -26.9180050      0.156393617    
           8          33  -26.5676517      0.153595731    
           8          34  -26.0751629      0.149744853    
           8          35  -25.4403992      0.144906729    
           8          36  -24.6657562      0.139166325    
           8          37  -23.7570362      0.132628128    
           8          38  -22.7223606      0.125413582    
           8          39  -21.5687809      0.117651492    
           8          40  -20.3003178      0.109462850    
           8          41  -18.9251556      0.100957870    
           8          42  -17.4700794       9.22660679E-02
           8          43  -15.9775476       8.35649148E-02
           8          44  -14.4736080       7.50147104E-02
           8          45  -12.9654627       6.66773319E-02
           8          46  -11.4934072       5.86869754E-02
           8          47  -10.1147022       5.13335280E-02
           8          48  -8.85902691       4.46537957E-02
           8          49  -7.68259859       3.87449078E-02
           8          50  -6.66014385       3.34789902E-02
           9           1  -5.59641886       2.79532745E-02
           9           2  -4.93859386       2.47523449E-02
           9           3  -4.48816252       2.23931726E-02
           9           4  -4.23532104       2.11566500E-02
           9           5  -4.16623640       2.07933541E-02
           9           6  -4.31814623       2.15729568E-02
           9           7  -4.65486717       2.32389774E-02
           9           8  -5.19097233       2.60193739E-02
           9           9  -5.92987967       2.96612326E-02
           9          10  -6.81276417       3.42796966E-02
           9          11  -7.89831305       3.98173481E-02
           9          12  -9.11395264       4.59888615E-02
           9          13  -10.4286671       5.29780649E-02
           9          14  -11.8442469       6.06322624E-02
           9          15  -13.3689938       6.88920468E-02
           9          16  -14.9171648       7.74745569E-02
           9          17  -16.4444847       8.62662792E-02
           9          18  -17.9613094       9.52046216E-02
           9          19  -19.4414845      0.104126997    
           9          20  -20.8355389      0.112857580    
           9          21  -22.1156292      0.121262975    
           9          22  -23.2760372      0.129225463    
           9          23  -24.3145561      0.136619285    
           9          24  -25.2248192      0.143314555    
           9          25  -25.9991379      0.149190083    
           9          26  -26.6323318      0.154141173    
           9          27  -27.1227283      0.158081874    
           9          28  -27.4710941      0.160944983    
           9          29  -27.6791344      0.162682325    
           9          30  -27.7482986      0.163264677    
           9          31  -27.6791325      0.162682310    
           9          32  -27.4710941      0.160944983    
           9          33  -27.1227283      0.158081874    
           9          34  -26.6323318      0.154141203    
           9          35  -25.9991341      0.149190098    
           9          36  -25.2248192      0.143314511    
           9          37  -24.3145542      0.136619255    
           9          38  -23.2760391      0.129225448    
           9          39  -22.1156273      0.121262945    
           9          40  -20.8355350      0.112857565    
           9          41  -19.4414845      0.104127012    
           9          42  -17.9613190       9.52046439E-02
           9          43  -16.4446259       8.62665698E-02
           9          44  -14.9181395       7.74769858E-02
           9          45  -13.3739166       6.89061806E-02
           9          46  -11.8612289       6.06904514E-02
