           1           1   0.00000000       0.00000000    
           1           2   0.00000000       0.00000000    
           1           3   0.00000000       0.00000000    
           1           4   0.00000000       0.00000000    
           1           5   0.00000000       0.00000000    
           1           6   0.00000000       0.00000000    
           1           7   0.00000000       0.00000000    
           1           8   0.00000000       0.00000000    
           1           9   0.00000000       0.00000000    
           1          10   0.00000000       0.00000000    
           1          11   0.00000000       0.00000000    
           1          12   0.00000000       0.00000000    
           1          13   0.00000000       0.00000000    
           1          14   0.00000000       0.00000000    
           1          15   0.00000000       0.00000000    
           1          16   0.00000000       0.00000000    
           1          17   0.00000000       0.00000000    
           1          18   0.00000000       0.00000000    
           1          19  -3.32545580E-15   0.00000000    
           1          20  -1.20050107E-11   6.16080520E-16
           1          21  -5.14112086E-09   5.66260960E-13
           1          22  -5.99624343E-07   1.07817928E-10
           1          23  -2.42633541E-05   6.44272591E-09
           1          24  -3.78053839E-04   1.41610002E-07
           1          25  -2.47401325E-03   1.26596638E-06
           1          26  -8.01738724E-03   5.32060267E-06
           1          27  -1.62795316E-02   1.30600238E-05
           1          28  -2.46110279E-02   2.24562573E-05
           1          29  -3.05250511E-02   3.00283900E-05
           1          30  -3.26314494E-02   3.29070972E-05
           1          31  -3.05250529E-02   3.00283937E-05
           1          32  -2.46110279E-02   2.24562573E-05
           1          33  -1.62795298E-02   1.30600247E-05
           1          34  -8.01738631E-03   5.32060267E-06
           1          35  -2.47401302E-03   1.26596626E-06
           1          36  -3.78053781E-04   1.41610002E-07
           1          37  -2.42633505E-05   6.44272680E-09
           1          38  -5.99624457E-07   1.07817928E-10
           1          39  -5.14112219E-09   5.66261014E-13
           1          40  -1.20050124E-11   6.16080626E-16
           1          41  -3.32545580E-15   0.00000000    
           1          42   0.00000000       0.00000000    
           1          43   0.00000000       0.00000000    
           1          44   0.00000000       0.00000000    
           1          45   0.00000000       0.00000000    
           1          46   0.00000000       0.00000000    
           1          47   0.00000000       0.00000000    
           1          48   0.00000000       0.00000000    
           1          49   0.00000000       0.00000000    
           1          50   0.00000000       0.00000000    
           2           1   0.00000000       0.00000000    
           2           2   0.00000000       0.00000000    
           2           3   0.00000000       0.00000000    
           2           4   0.00000000       0.00000000    
           2           5   0.00000000       0.00000000    
           2           6   0.00000000       0.00000000    
           2           7   0.00000000       0.00000000    
           2           8   0.00000000       0.00000000    
           2           9   0.00000000       0.00000000    
           2          10   0.00000000       0.00000000    
           2          11   0.00000000       0.00000000    
           2          12   0.00000000       0.00000000    
           2          13   0.00000000       0.00000000    
           2          14   0.00000000       0.00000000    
           2          15   0.00000000       0.00000000    
           2          16   0.00000000       0.00000000    
           2          17   0.00000000       0.00000000    
           2          18  -3.04833436E-15   0.00000000    
