           1           1   0.00000000       0.00000000    
           1           2   0.00000000       0.00000000    
           1           3   0.00000000       0.00000000    
           1           4   0.00000000       0.00000000    
           1           5   0.00000000       0.00000000    
           1           6   0.00000000       0.00000000    
           1           7   0.00000000       0.00000000    
           1           8   0.00000000       0.00000000    
           1           9   0.00000000       0.00000000    
           1          10   0.00000000       0.00000000    
           1          11   0.00000000       0.00000000    
           1          12   0.00000000       0.00000000    
           1          13   0.00000000       0.00000000    
           1          14   0.00000000       0.00000000    
           1          15   0.00000000       0.00000000    
           1          16   0.00000000       0.00000000    
           1          17  -1.84099170E-16   0.00000000    
           1          18  -9.37611100E-13   4.79854422E-17
           1          19  -5.91938387E-10   6.45947868E-14
           1          20  -1.07216152E-07   1.89451805E-11
           1          21  -7.14331873E-06   1.84718485E-09
           1          22  -1.93404994E-04   7.01402101E-08
           1          23  -2.22361181E-03   1.11543090E-06
           1          24  -1.14273950E-02   7.88895977E-06
           1          25  -3.02736294E-02   2.80014574E-05
           1          26  -5.21940440E-02   6.12244330E-05
           1          27  -6.99621812E-02   9.87155581E-05
           1          28  -8.11446980E-02   1.30853645E-04
           1          29  -8.67469907E-02   1.51727188E-04
           1          30  -8.83896053E-02   1.58879178E-04
           1          31  -8.67469832E-02   1.51727188E-04
           1          32  -8.11447054E-02   1.30853645E-04
           1          33  -6.99621737E-02   9.87155581E-05
           1          34  -5.21940328E-02   6.12244330E-05
           1          35  -3.02736238E-02   2.80014610E-05
           1          36  -1.14273950E-02   7.88895977E-06
           1          37  -2.22361158E-03   1.11543090E-06
           1          38  -1.93404965E-04   7.01402172E-08
           1          39  -7.14331873E-06   1.84718518E-09
           1          40  -1.07216181E-07   1.89451840E-11
           1          41  -5.91938609E-10   6.45948071E-14
           1          42  -9.37611100E-13   4.79854521E-17
           1          43  -1.84099170E-16   0.00000000    
           1          44   0.00000000       0.00000000    
           1          45   0.00000000       0.00000000    
           1          46   0.00000000       0.00000000    
           1          47   0.00000000       0.00000000    
           1          48   0.00000000       0.00000000    
           1          49   0.00000000       0.00000000    
           1          50   0.00000000       0.00000000    
           2           1   0.00000000       0.00000000    
           2           2   0.00000000       0.00000000    
           2           3   0.00000000       0.00000000    
           2           4   0.00000000       0.00000000    
           2           5   0.00000000       0.00000000    
           2           6   0.00000000       0.00000000    
           2           7   0.00000000       0.00000000    
           2           8   0.00000000       0.00000000    
           2           9   0.00000000       0.00000000    
           2          10   0.00000000       0.00000000    
           2          11   0.00000000       0.00000000    
           2          12   0.00000000       0.00000000    
           2          13   0.00000000       0.00000000    
           2          14   0.00000000       0.00000000    
           2          15   0.00000000       0.00000000    
           2          16  -1.23219815E-16   0.00000000    
