           1           1              NaN
           1           2              NaN
           1           3              NaN
           1           4              NaN
           1           5              NaN
           1           6              NaN
           1           7              NaN
           1           8              NaN
           1           9              NaN
           1          10   9.99999978E-03
           1          11   9.99999978E-03
           1          12              NaN
           1          13              NaN
           1          14              NaN
           1          15              NaN
           1          16              NaN
           1          17              NaN
           1          18              NaN
           1          19              NaN
           1          20              NaN
           1          21              NaN
           1          22              NaN
           1          23              NaN
           1          24              NaN
           1          25              NaN
           1          26              NaN
           1          27              NaN
           1          28              NaN
           1          29              NaN
           1          30              NaN
           1          31              NaN
           1          32              NaN
           1          33              NaN
           2           1              NaN
           2           2              NaN
           2           3              NaN
           2           4              NaN
           2           5              NaN
           2           6              NaN
           2           7              NaN
           2           8              NaN
           2           9   9.99999978E-03
           2          10   9.99999978E-03
           2          11   9.99999978E-03
           2          12   9.99999978E-03
           2          13              NaN
           2          14              NaN
           2          15              NaN
           2          16              NaN
           2          17              NaN
           2          18              NaN
           2          19              NaN
           2          20              NaN
           2          21              NaN
           2          22              NaN
           2          23              NaN
           2          24              NaN
           2          25              NaN
           2          26              NaN
           2          27              NaN
           2          28              NaN
           2          29              NaN
           2          30              NaN
           2          31              NaN
           2          32              NaN
           2          33              NaN
           3           1              NaN
           3           2              NaN
           3           3              NaN
           3           4              NaN
           3           5              NaN
           3           6              NaN
           3           7              NaN
           3           8   9.99999978E-03
           3           9   9.99999978E-03
           3          10   9.99999978E-03
           3          11   9.99999978E-03
           3          12   9.99999978E-03
           3          13   9.99999978E-03
           3          14              NaN
           3          15              NaN
           3          16              NaN
           3          17              NaN
           3          18              NaN
           3          19              NaN
           3          20              NaN
           3          21              NaN
           3          22              NaN
           3          23              NaN
           3          24              NaN
           3          25              NaN
           3          26              NaN
           3          27              NaN
           3          28              NaN
           3          29              NaN
           3          30              NaN
           3          31              NaN
           3          32              NaN
           3          33              NaN
           4           1              NaN
           4           2              NaN
           4           3              NaN
           4           4              NaN
           4           5              NaN
           4           6              NaN
           4           7   9.99999978E-03
           4           8   9.99999978E-03
           4           9   9.99999978E-03
           4          10   9.99999978E-03
           4          11   9.99999978E-03
           4          12   9.99999978E-03
           4          13   9.99999978E-03
           4          14   9.99999978E-03
           4          15              NaN
           4          16              NaN
           4          17              NaN
           4          18              NaN
           4          19              NaN
           4          20              NaN
           4          21              NaN
           4          22              NaN
           4          23              NaN
           4          24              NaN
           4          25              NaN
           4          26              NaN
           4          27              NaN
           4          28              NaN
           4          29              NaN
           4          30              NaN
           4          31              NaN
           4          32              NaN
           4          33              NaN
           5           1              NaN
           5           2              NaN
           5           3              NaN
           5           4              NaN
           5           5              NaN
           5           6   9.99999978E-03
           5           7   9.99999978E-03
           5           8   9.99999978E-03
           5           9   9.99999978E-03
           5          10   9.99999978E-03
           5          11   9.99999978E-03
           5          12   9.99999978E-03
           5          13   9.99999978E-03
           5          14   9.99999978E-03
           5          15   9.99999978E-03
           5          16              NaN
           5          17              NaN
           5          18              NaN
           5          19              NaN
           5          20              NaN
           5          21              NaN
           5          22              NaN
           5          23              NaN
           5          24              NaN
           5          25              NaN
           5          26              NaN
           5          27              NaN
           5          28              NaN
           5          29              NaN
           5          30              NaN
           5          31              NaN
           5          32              NaN
           5          33              NaN
           6           1              NaN
           6           2              NaN
           6           3              NaN
           6           4              NaN
           6           5   9.99999978E-03
           6           6   9.99999978E-03
           6           7   9.99999978E-03
           6           8   9.99999978E-03
           6           9   9.99999978E-03
           6          10   9.99999978E-03
           6          11   9.99999978E-03
           6          12   9.99999978E-03
           6          13   9.99999978E-03
           6          14   9.99999978E-03
           6          15   9.99999978E-03
           6          16   9.99999978E-03
           6          17              NaN
           6          18              NaN
           6          19              NaN
           6          20              NaN
           6          21              NaN
           6          22              NaN
           6          23              NaN
           6          24              NaN
           6          25              NaN
           6          26              NaN
           6          27              NaN
           6          28              NaN
           6          29              NaN
           6          30              NaN
           6          31              NaN
           6          32              NaN
           6          33              NaN
           7           1              NaN
           7           2              NaN
           7           3              NaN
           7           4   9.99999978E-03
           7           5   9.99999978E-03
           7           6   9.99999978E-03
           7           7   9.99999978E-03
           7           8   9.99999978E-03
           7           9   9.99999978E-03
           7          10   9.99999978E-03
           7          11   9.99999978E-03
           7          12   9.99999978E-03
           7          13   9.99999978E-03
           7          14   9.99999978E-03
           7          15   9.99999978E-03
           7          16   9.99999978E-03
           7          17   9.99999978E-03
           7          18              NaN
           7          19              NaN
           7          20              NaN
           7          21              NaN
           7          22              NaN
           7          23              NaN
           7          24              NaN
           7          25              NaN
           7          26              NaN
           7          27              NaN
           7          28              NaN
           7          29              NaN
           7          30              NaN
           7          31              NaN
           7          32              NaN
           7          33              NaN
           8           1              NaN
           8           2              NaN
           8           3   9.99999978E-03
           8           4   9.99999978E-03
           8           5   9.99999978E-03
           8           6   9.99999978E-03
           8           7   9.99999978E-03
           8           8   9.99999978E-03
           8           9   9.99999978E-03
           8          10   9.99999978E-03
           8          11   9.99999978E-03
           8          12   9.99999978E-03
           8          13   9.99999978E-03
           8          14   9.99999978E-03
           8          15   9.99999978E-03
           8          16   9.99999978E-03
           8          17   9.99999978E-03
           8          18   9.99999978E-03
           8          19              NaN
           8          20              NaN
           8          21              NaN
           8          22              NaN
           8          23              NaN
           8          24              NaN
           8          25              NaN
           8          26              NaN
           8          27              NaN
           8          28              NaN
           8          29              NaN
           8          30              NaN
           8          31              NaN
           8          32              NaN
           8          33              NaN
           9           1              NaN
           9           2   9.99999978E-03
           9           3   9.99999978E-03
           9           4   9.99999978E-03
           9           5   9.99999978E-03
           9           6   9.99999978E-03
           9           7   9.99999978E-03
           9           8   9.99999978E-03
           9           9   9.99999978E-03
           9          10   9.99999978E-03
           9          11   9.99999978E-03
           9          12   9.99999978E-03
           9          13   9.99999978E-03
           9          14   9.99999978E-03
           9          15   9.99999978E-03
           9          16   9.99999978E-03
           9          17   9.99999978E-03
           9          18   9.99999978E-03
           9          19   9.99999978E-03
           9          20              NaN
           9          21              NaN
           9          22              NaN
           9          23              NaN
           9          24              NaN
           9          25              NaN
           9          26              NaN
           9          27              NaN
           9          28              NaN
           9          29              NaN
           9          30              NaN
           9          31              NaN
           9          32              NaN
           9          33              NaN
          10           1   9.99999978E-03
          10           2   9.99999978E-03
          10           3   9.99999978E-03
          10           4   9.99999978E-03
          10           5   9.99999978E-03
          10           6   9.99999978E-03
          10           7   9.99999978E-03
          10           8   9.99999978E-03
          10           9   9.99999978E-03
          10          10   9.99999978E-03
          10          11   9.99999978E-03
          10          12   9.99999978E-03
          10          13   9.99999978E-03
          10          14   9.99999978E-03
          10          15   9.99999978E-03
          10          16   9.99999978E-03
          10          17   9.99999978E-03
          10          18   9.99999978E-03
          10          19   9.99999978E-03
          10          20   9.99999978E-03
          10          21              NaN
          10          22              NaN
          10          23              NaN
          10          24              NaN
          10          25              NaN
          10          26              NaN
          10          27              NaN
          10          28              NaN
          10          29              NaN
          10          30              NaN
          10          31              NaN
          10          32              NaN
          10          33              NaN
          11           1   9.99999978E-03
          11           2   9.99999978E-03
          11           3   9.99999978E-03
          11           4   9.99999978E-03
          11           5   9.99999978E-03
          11           6   9.99999978E-03
          11           7   9.99999978E-03
          11           8   9.99999978E-03
          11           9   9.99999978E-03
          11          10   9.99999978E-03
          11          11   9.99999978E-03
          11          12   9.99999978E-03
          11          13   9.99999978E-03
          11          14   9.99999978E-03
          11          15   9.99999978E-03
          11          16   9.99999978E-03
          11          17   9.99999978E-03
          11          18   9.99999978E-03
          11          19   9.99999978E-03
          11          20   9.99999978E-03
          11          21   9.99999978E-03
          11          22              NaN
          11          23              NaN
          11          24              NaN
          11          25              NaN
          11          26              NaN
          11          27              NaN
          11          28              NaN
          11          29              NaN
          11          30              NaN
          11          31              NaN
          11          32              NaN
          11          33              NaN
          12           1              NaN
          12           2   9.99999978E-03
          12           3   9.99999978E-03
          12           4   9.99999978E-03
          12           5   9.99999978E-03
          12           6   9.99999978E-03
          12           7   9.99999978E-03
          12           8   9.99999978E-03
          12           9   9.99999978E-03
          12          10   9.99999978E-03
          12          11   9.99999978E-03
          12          12   9.99999978E-03
          12          13   9.99999978E-03
          12          14   9.99999978E-03
          12          15   9.99999978E-03
          12          16   9.99999978E-03
          12          17   9.99999978E-03
          12          18   9.99999978E-03
          12          19   9.99999978E-03
          12          20   9.99999978E-03
          12          21   9.99999978E-03
          12          22   9.99999978E-03
          12          23              NaN
          12          24              NaN
          12          25              NaN
          12          26              NaN
          12          27              NaN
          12          28              NaN
          12          29              NaN
          12          30              NaN
          12          31              NaN
          12          32              NaN
          12          33              NaN
          13           1              NaN
          13           2              NaN
          13           3   9.99999978E-03
          13           4   9.99999978E-03
          13           5   9.99999978E-03
          13           6   9.99999978E-03
          13           7   9.99999978E-03
          13           8   9.99999978E-03
          13           9   9.99999978E-03
          13          10   9.99999978E-03
          13          11   9.99999978E-03
          13          12   9.99999978E-03
          13          13   9.99999978E-03
          13          14   9.99999978E-03
          13          15   9.99999978E-03
          13          16   9.99999978E-03
          13          17   9.99999978E-03
          13          18   9.99999978E-03
          13          19   9.99999978E-03
          13          20   9.99999978E-03
          13          21   9.99999978E-03
          13          22   9.99999978E-03
          13          23   9.99999978E-03
          13          24              NaN
          13          25              NaN
          13          26              NaN
          13          27              NaN
          13          28              NaN
          13          29              NaN
          13          30              NaN
          13          31              NaN
          13          32              NaN
          13          33              NaN
          14           1              NaN
          14           2              NaN
          14           3              NaN
          14           4   9.99999978E-03
          14           5   9.99999978E-03
          14           6   9.99999978E-03
          14           7   9.99999978E-03
          14           8   9.99999978E-03
          14           9   9.99999978E-03
          14          10   9.99999978E-03
          14          11   9.99999978E-03
          14          12   9.99999978E-03
          14          13   9.99999978E-03
          14          14   9.99999978E-03
          14          15   9.99999978E-03
          14          16   9.99999978E-03
          14          17   9.99999978E-03
          14          18   9.99999978E-03
          14          19   9.99999978E-03
          14          20   9.99999978E-03
          14          21   9.99999978E-03
          14          22   9.99999978E-03
          14          23   9.99999978E-03
          14          24   9.99999978E-03
          14          25              NaN
          14          26              NaN
          14          27              NaN
          14          28              NaN
          14          29              NaN
          14          30              NaN
          14          31              NaN
          14          32              NaN
          14          33              NaN
          15           1              NaN
          15           2              NaN
          15           3              NaN
          15           4              NaN
          15           5   9.99999978E-03
          15           6   9.99999978E-03
          15           7   9.99999978E-03
          15           8   9.99999978E-03
          15           9   9.99999978E-03
          15          10   9.99999978E-03
          15          11   9.99999978E-03
          15          12   9.99999978E-03
          15          13   9.99999978E-03
          15          14   9.99999978E-03
          15          15   9.99999978E-03
          15          16   9.99999978E-03
          15          17   9.99999978E-03
          15          18   9.99999978E-03
          15          19   9.99999978E-03
          15          20   9.99999978E-03
          15          21   9.99999978E-03
          15          22   9.99999978E-03
          15          23   9.99999978E-03
          15          24   9.99999978E-03
          15          25   9.99999978E-03
          15          26              NaN
          15          27              NaN
          15          28              NaN
          15          29              NaN
          15          30              NaN
          15          31              NaN
          15          32              NaN
          15          33              NaN
          16           1              NaN
          16           2              NaN
          16           3              NaN
          16           4              NaN
          16           5              NaN
          16           6   9.99999978E-03
          16           7   9.99999978E-03
          16           8   9.99999978E-03
          16           9   9.99999978E-03
          16          10   9.99999978E-03
          16          11   9.99999978E-03
          16          12   9.99999978E-03
          16          13   9.99999978E-03
          16          14   9.99999978E-03
          16          15   9.99999978E-03
          16          16   9.99999978E-03
          16          17   9.99999978E-03
          16          18   9.99999978E-03
          16          19   9.99999978E-03
          16          20   9.99999978E-03
          16          21   9.99999978E-03
          16          22   9.99999978E-03
          16          23   9.99999978E-03
          16          24   9.99999978E-03
          16          25   9.99999978E-03
          16          26   9.99999978E-03
          16          27              NaN
          16          28              NaN
          16          29              NaN
          16          30              NaN
          16          31              NaN
          16          32              NaN
          16          33              NaN
          17           1              NaN
          17           2              NaN
          17           3              NaN
          17           4              NaN
          17           5              NaN
          17           6              NaN
          17           7   9.99999978E-03
          17           8   9.99999978E-03
          17           9   9.99999978E-03
          17          10   9.99999978E-03
          17          11   9.99999978E-03
          17          12   9.99999978E-03
          17          13   9.99999978E-03
          17          14   9.99999978E-03
          17          15   9.99999978E-03
          17          16   9.99999978E-03
          17          17   9.99999978E-03
          17          18   9.99999978E-03
          17          19   9.99999978E-03
          17          20   9.99999978E-03
          17          21   9.99999978E-03
          17          22   9.99999978E-03
          17          23   9.99999978E-03
          17          24   9.99999978E-03
          17          25   9.99999978E-03
          17          26   9.99999978E-03
          17          27   9.99999978E-03
          17          28              NaN
          17          29              NaN
          17          30              NaN
          17          31              NaN
          17          32              NaN
          17          33              NaN
          18           1              NaN
          18           2              NaN
          18           3              NaN
          18           4              NaN
          18           5              NaN
          18           6              NaN
          18           7              NaN
          18           8   9.99999978E-03
          18           9   9.99999978E-03
          18          10   9.99999978E-03
          18          11   9.99999978E-03
          18          12   9.99999978E-03
          18          13   9.99999978E-03
          18          14   9.99999978E-03
          18          15   9.99999978E-03
          18          16   9.99999978E-03
          18          17   9.99999978E-03
          18          18   9.99999978E-03
          18          19   9.99999978E-03
          18          20   9.99999978E-03
          18          21   9.99999978E-03
          18          22   9.99999978E-03
          18          23   9.99999978E-03
          18          24   9.99999978E-03
          18          25   9.99999978E-03
          18          26   9.99999978E-03
          18          27   9.99999978E-03
          18          28   9.99999978E-03
          18          29              NaN
          18          30              NaN
          18          31              NaN
          18          32              NaN
          18          33              NaN
          19           1              NaN
          19           2              NaN
          19           3              NaN
          19           4              NaN
          19           5              NaN
          19           6              NaN
          19           7              NaN
          19           8              NaN
          19           9   9.99999978E-03
          19          10   9.99999978E-03
          19          11   9.99999978E-03
          19          12   9.99999978E-03
          19          13   9.99999978E-03
          19          14   9.99999978E-03
          19          15   9.99999978E-03
          19          16   9.99999978E-03
          19          17   9.99999978E-03
          19          18   9.99999978E-03
          19          19   9.99999978E-03
          19          20   9.99999978E-03
          19          21   9.99999978E-03
          19          22   9.99999978E-03
          19          23   9.99999978E-03
          19          24   9.99999978E-03
          19          25   9.99999978E-03
          19          26   9.99999978E-03
          19          27   9.99999978E-03
          19          28   9.99999978E-03
          19          29   9.99999978E-03
          19          30              NaN
          19          31              NaN
          19          32              NaN
          19          33              NaN
          20           1              NaN
          20           2              NaN
          20           3              NaN
          20           4              NaN
          20           5              NaN
          20           6              NaN
          20           7              NaN
          20           8              NaN
          20           9              NaN
          20          10   9.99999978E-03
          20          11   9.99999978E-03
          20          12   9.99999978E-03
          20          13   9.99999978E-03
          20          14   9.99999978E-03
          20          15   9.99999978E-03
          20          16   9.99999978E-03
          20          17   9.99999978E-03
          20          18   9.99999978E-03
          20          19   9.99999978E-03
          20          20   9.99999978E-03
          20          21   9.99999978E-03
          20          22   9.99999978E-03
          20          23   9.99999978E-03
          20          24   9.99999978E-03
          20          25   9.99999978E-03
          20          26   9.99999978E-03
          20          27   9.99999978E-03
          20          28   9.99999978E-03
          20          29   9.99999978E-03
          20          30   9.99999978E-03
          20          31              NaN
          20          32              NaN
          20          33              NaN
          21           1              NaN
          21           2              NaN
          21           3              NaN
          21           4              NaN
          21           5              NaN
          21           6              NaN
          21           7              NaN
          21           8              NaN
          21           9              NaN
          21          10              NaN
          21          11   9.99999978E-03
          21          12   9.99999978E-03
          21          13   9.99999978E-03
          21          14   9.99999978E-03
          21          15   9.99999978E-03
          21          16   9.99999978E-03
          21          17   9.99999978E-03
          21          18   9.99999978E-03
          21          19   9.99999978E-03
          21          20   9.99999978E-03
          21          21   9.99999978E-03
          21          22   9.99999978E-03
          21          23   9.99999978E-03
          21          24   9.99999978E-03
          21          25   9.99999978E-03
          21          26   9.99999978E-03
          21          27   9.99999978E-03
          21          28   9.99999978E-03
          21          29   9.99999978E-03
          21          30   9.99999978E-03
          21          31   9.99999978E-03
          21          32              NaN
          21          33              NaN
          22           1              NaN
          22           2              NaN
          22           3              NaN
          22           4              NaN
          22           5              NaN
          22           6              NaN
          22           7              NaN
          22           8              NaN
          22           9              NaN
          22          10              NaN
          22          11              NaN
          22          12   9.99999978E-03
          22          13   9.99999978E-03
          22          14   9.99999978E-03
          22          15   9.99999978E-03
          22          16   9.99999978E-03
          22          17   9.99999978E-03
          22          18   9.99999978E-03
          22          19   9.99999978E-03
          22          20   9.99999978E-03
          22          21   9.99999978E-03
          22          22   9.99999978E-03
          22          23   9.99999978E-03
          22          24   9.99999978E-03
          22          25   9.99999978E-03
          22          26   9.99999978E-03
          22          27   9.99999978E-03
          22          28   9.99999978E-03
          22          29   9.99999978E-03
          22          30   9.99999978E-03
          22          31   9.99999978E-03
          22          32   9.99999978E-03
          22          33              NaN
          23           1              NaN
          23           2              NaN
          23           3              NaN
          23           4              NaN
          23           5              NaN
          23           6              NaN
          23           7              NaN
          23           8              NaN
          23           9              NaN
          23          10              NaN
          23          11              NaN
          23          12              NaN
          23          13   9.99999978E-03
          23          14   9.99999978E-03
          23          15   9.99999978E-03
          23          16   9.99999978E-03
          23          17   9.99999978E-03
          23          18   9.99999978E-03
          23          19   9.99999978E-03
          23          20   9.99999978E-03
          23          21   9.99999978E-03
          23          22   9.99999978E-03
